;Longitude;Latitude;VentoPrevisto;Direcao;Data;Pressao;Temperatura;Chuva;VentoC
7574;-42.75;-14.25;2.49;316.88;2017-11-12 14:00:00;1011.01;22.79;1.05;6.61
7575;-42.75;-14.25;3.92;312.97;2017-11-12 15:00:00;1009.91;29.93;0.11;7.201
7576;-42.75;-14.25;4.29;308.45;2017-11-12 16:00:00;1008.72;30.14;0.03;5.555
7577;-42.75;-14.25;4.4;311.81;2017-11-12 17:00:00;1007.74;30.52;0.02;5.923
7578;-42.75;-14.25;4.62;310.87;2017-11-12 18:00:00;1006.64;30.66;0.01;5.52
7579;-42.75;-14.25;4.27;309.39;2017-11-12 19:00:00;1006.38;29.93;0.0;5.575
7580;-42.75;-14.25;3.23;283.84;2017-11-12 20:00:00;1006.91;30.06;0.53;5.618
7581;-42.75;-14.25;3.18;248.08;2017-11-12 21:00:00;1008.28;26.12;0.89;6.313
7582;-42.75;-14.25;2.45;218.53;2017-11-12 22:00:00;1009.03;24.59;0.67;6.28
7583;-42.75;-14.25;1.31;174.65;2017-11-12 23:00:00;1009.98;24.08;0.73;6.544
7584;-42.75;-14.25;1.19;130.29;2017-11-13 00:00:00;1010.42;24.44;0.49;5.384
7585;-42.75;-14.25;0.81;126.22;2017-11-13 01:00:00;1010.85;24.36;0.08;5.098
7586;-42.75;-14.25;0.77;49.93;2017-11-13 02:00:00;1010.4;24.07;0.05;6.282
7587;-42.75;-14.25;1.46;30.88;2017-11-13 03:00:00;1009.66;22.13;0.21;4.885
7588;-42.75;-14.25;2.28;9.37;2017-11-13 04:00:00;1009.5;22.32;0.63;2.31
7589;-42.75;-14.25;2.75;41.94;2017-11-13 05:00:00;1008.79;22.11;0.42;2.58
7590;-42.75;-14.25;2.76;60.58;2017-11-13 06:00:00;1008.92;22.11;0.06;3.107
7591;-42.75;-14.25;2.04;63.91;2017-11-13 07:00:00;1009.1;21.8;0.04;2.295
7592;-42.75;-14.25;0.88;107.88;2017-11-13 08:00:00;1009.67;21.62;0.01;3.938
7593;-42.75;-14.25;1.15;99.51;2017-11-13 09:00:00;1009.95;21.68;0.0;1.626
7594;-42.75;-14.25;1.28;20.75;2017-11-13 10:00:00;1010.97;26.93;0.01;2.267
7595;-42.75;-14.25;2.14;351.85;2017-11-13 11:00:00;1011.28;27.32;0.13;1.978
7596;-42.75;-14.25;2.84;329.91;2017-11-13 12:00:00;1011.47;27.02;0.3;3.182
7597;-42.75;-14.25;3.04;307.56;2017-11-13 13:00:00;1011.27;27.02;0.28;6.192
7598;-42.75;-14.25;3.08;290.55;2017-11-13 14:00:00;1010.5;27.24;0.18;5.25
7599;-42.75;-14.25;2.49;302.65;2017-11-13 15:00:00;1009.64;28.55;0.08;3.798
7600;-42.75;-14.25;1.84;337.82;2017-11-13 16:00:00;1008.46;28.09;0.03;7.632
7601;-42.75;-14.25;2.36;38.24;2017-11-13 17:00:00;1008.25;27.82;0.24;6.406
7602;-42.75;-14.25;3.48;79.11;2017-11-13 18:00:00;1008.19;27.6;1.65;6.315
7603;-42.75;-14.25;2.87;79.1;2017-11-13 19:00:00;1008.18;27.72;1.92;6.903
7604;-42.75;-14.25;2.28;68.67;2017-11-13 20:00:00;1008.11;25.33;0.0;6.386
7605;-42.75;-14.25;3.21;63.99;2017-11-13 21:00:00;1009.03;23.53;0.02;6.262
7606;-42.75;-14.25;3.84;71.45;2017-11-13 22:00:00;1008.42;23.77;1.31;3.964
7607;-42.75;-14.25;2.87;74.27;2017-11-13 23:00:00;1010.05;23.95;0.85;2.84
7608;-42.75;-14.25;3.59;94.59;2017-11-14 00:00:00;1010.53;24.18;0.0;5.912
7609;-42.75;-14.25;3.72;115.89;2017-11-14 01:00:00;1011.86;24.27;0.01;2.052
7610;-42.75;-14.25;2.9;84.28;2017-11-14 02:00:00;1011.73;24.04;1.31;2.316
7611;-42.75;-14.25;3.16;44.3;2017-11-14 03:00:00;1011.17;22.48;0.91;3.304
7612;-42.75;-14.25;2.35;28.62;2017-11-14 04:00:00;1011.08;22.05;0.05;2.025
7613;-42.75;-14.25;2.04;40.55;2017-11-14 05:00:00;1010.04;21.38;0.35;2.8
7614;-42.75;-14.25;1.44;78.67;2017-11-14 06:00:00;1009.94;21.14;0.14;3.162
7615;-42.75;-14.25;2.24;106.73;2017-11-14 07:00:00;1010.21;21.08;0.37;1.986
7616;-42.75;-14.25;3.27;108.45;2017-11-14 08:00:00;1010.9;20.38;0.01;4.21
7617;-42.75;-14.25;3.8;110.41;2017-11-14 09:00:00;1011.92;20.21;0.04;4.857
7618;-42.75;-14.25;2.82;97.46;2017-11-14 10:00:00;1012.92;23.79;0.04;4.872
7619;-42.75;-14.25;2.86;100.26;2017-11-14 11:00:00;1013.66;23.8;0.12;5.01
7620;-42.75;-14.25;2.73;85.02;2017-11-14 12:00:00;1013.56;23.97;0.15;5.677
7621;-42.75;-14.25;1.73;74.6;2017-11-14 13:00:00;1013.61;24.48;0.13;4.966
7622;-42.75;-14.25;1.39;65.91;2017-11-14 14:00:00;1012.83;25.16;0.23;7.135
7623;-42.75;-14.25;1.45;58.36;2017-11-14 15:00:00;1012.69;27.83;0.22;8.895
7624;-42.75;-14.25;2.36;42.59;2017-11-14 16:00:00;1011.44;27.25;2.54;8.744
7625;-42.75;-14.25;1.88;31.89;2017-11-14 17:00:00;1010.43;27.36;1.24;9.48
7626;-42.75;-14.25;1.62;13.46;2017-11-14 18:00:00;1009.8;27.87;0.05;8.825
7627;-42.75;-14.25;3.17;67.49;2017-11-14 19:00:00;1010.73;27.58;3.96;9.47
7628;-42.75;-14.25;5.47;76.67;2017-11-14 20:00:00;1011.56;27.49;6.75;9.322
7629;-42.75;-14.25;3.77;75.31;2017-11-14 21:00:00;1011.7;25.54;0.94;9.902
7630;-42.75;-14.25;3.22;64.1;2017-11-14 22:00:00;1012.52;22.15;0.03;8.715
7631;-42.75;-14.25;3.42;93.14;2017-11-14 23:00:00;1013.27;22.76;0.02;8.178
7632;-42.75;-14.25;4.22;93.47;2017-11-15 00:00:00;1014.03;22.91;0.0;9.026
7633;-42.75;-14.25;5.25;90.01;2017-11-15 01:00:00;1014.22;22.83;0.0;9.83
7634;-42.75;-14.25;6.68;96.07;2017-11-15 02:00:00;1014.18;22.59;0.0;9.232
7635;-42.75;-14.25;6.97;95.83;2017-11-15 03:00:00;1013.88;21.48;0.0;9.124
7636;-42.75;-14.25;7.03;97.05;2017-11-15 04:00:00;1013.65;21.15;0.0;9.98
7637;-42.75;-14.25;7.08;99.13;2017-11-15 05:00:00;1012.86;20.45;0.0;9.745
7638;-42.75;-14.25;7.37;99.66;2017-11-15 06:00:00;1012.87;19.85;0.0;8.43
7639;-42.75;-14.25;7.46;100.02;2017-11-15 07:00:00;1013.1;19.75;0.0;11.198
7640;-42.75;-14.25;7.85;98.32;2017-11-15 08:00:00;1013.61;19.67;0.0;11.188
7641;-42.75;-14.25;7.38;96.61;2017-11-15 09:00:00;1014.07;20.1;0.0;12.02
7642;-42.75;-14.25;8.57;86.84;2017-11-15 10:00:00;1014.66;23.86;0.0;10.057
7643;-42.75;-14.25;8.01;87.78;2017-11-15 11:00:00;1014.93;24.56;0.0;10.003
7644;-42.75;-14.25;7.63;88.42;2017-11-15 12:00:00;1015.01;24.7;0.0;8.944
7645;-42.75;-14.25;6.76;88.25;2017-11-15 13:00:00;1015.12;24.5;0.02;9.452
7646;-42.75;-14.25;6.67;88.22;2017-11-15 14:00:00;1014.66;25.3;0.0;10.693
7647;-42.75;-14.25;6.81;84.76;2017-11-15 15:00:00;1013.48;28.07;0.01;11.358
7648;-42.75;-14.25;6.73;79.55;2017-11-15 16:00:00;1012.28;28.32;0.01;11.23
7649;-42.75;-14.25;6.84;77.81;2017-11-15 17:00:00;1011.62;28.84;0.0;9.937
7650;-42.75;-14.25;7.26;82.15;2017-11-15 18:00:00;1011.14;28.72;0.1;9.245
7651;-42.75;-14.25;7.03;85.89;2017-11-15 19:00:00;1011.51;28.21;0.0;10.478
7652;-42.75;-14.25;7.36;83.89;2017-11-15 20:00:00;1011.62;27.46;0.0;9.64
7653;-42.75;-14.25;7.84;83.45;2017-11-15 21:00:00;1012.57;25.4;0.0;9.002
7654;-42.75;-14.25;8.05;79.78;2017-11-15 22:00:00;1014.14;25.27;0.0;9.349
7655;-42.75;-14.25;8.5;80.74;2017-11-15 23:00:00;1014.46;24.75;0.0;10.822
7656;-42.75;-14.25;8.33;81.3;2017-11-16 00:00:00;1015.46;24.06;0.09;12.544
7657;-42.75;-14.25;8.18;82.95;2017-11-16 01:00:00;1015.84;23.56;0.0;11.492
7658;-42.75;-14.25;7.79;87.85;2017-11-16 02:00:00;1015.68;23.41;0.0;11.186
7659;-42.75;-14.25;7.3;91.41;2017-11-16 03:00:00;1015.89;21.04;0.0;10.947
7660;-42.75;-14.25;7.12;94.34;2017-11-16 04:00:00;1015.19;20.67;0.0;10.913
7661;-42.75;-14.25;7.15;95.16;2017-11-16 05:00:00;1015.08;20.12;0.0;10.818
7662;-42.75;-14.25;7.18;94.61;2017-11-16 06:00:00;1014.5;19.82;0.0;10.328
7663;-42.75;-14.25;7.13;93.68;2017-11-16 07:00:00;1014.8;19.64;0.0;10.439
7664;-42.75;-14.25;7.2;92.02;2017-11-16 08:00:00;1015.22;19.31;0.0;9.574
7665;-42.75;-14.25;6.91;93.09;2017-11-16 09:00:00;1015.65;19.47;0.0;9.665
7666;-42.75;-14.25;7.24;91.44;2017-11-16 10:00:00;1016.56;23.86;0.0;10.258
7667;-42.75;-14.25;6.86;87.98;2017-11-16 11:00:00;1016.46;23.91;0.0;8.727
7668;-42.75;-14.25;6.39;85.1;2017-11-16 12:00:00;1016.59;24.49;0.0;7.825
7669;-42.75;-14.25;5.91;82.58;2017-11-16 13:00:00;1016.54;25.07;0.0;7.026
7670;-42.75;-14.25;5.37;79.26;2017-11-16 14:00:00;1015.72;25.26;0.0;6.985
7671;-42.75;-14.25;4.98;80.2;2017-11-16 15:00:00;1015.09;29.35;0.0;5.803
7672;-42.75;-14.25;4.96;84.55;2017-11-16 16:00:00;1014.12;29.44;0.01;6.21
7673;-42.75;-14.25;4.77;86.29;2017-11-16 17:00:00;1013.06;29.31;0.02;6.235
7674;-42.75;-14.25;4.06;86.3;2017-11-16 18:00:00;1011.93;29.44;0.02;9.658
7675;-42.75;-14.25;3.82;85.02;2017-11-16 19:00:00;1011.7;29.35;0.0;10.15
7676;-42.75;-14.25;4.86;79.77;2017-11-16 20:00:00;1011.99;28.47;0.08;9.895
7677;-42.75;-14.25;6.1;87.53;2017-11-16 21:00:00;1012.75;27.27;0.0;10.322
7678;-42.75;-14.25;7.05;85.87;2017-11-16 22:00:00;1012.91;24.29;0.0;8.874
7679;-42.75;-14.25;7.18;90.94;2017-11-16 23:00:00;1013.59;23.62;0.0;8.738
7680;-42.75;-14.25;7.64;91.54;2017-11-17 00:00:00;1013.98;23.23;0.0;8.604
7681;-42.75;-14.25;7.84;88.18;2017-11-17 01:00:00;1014.19;23.31;0.0;7.703
7682;-42.75;-14.25;7.65;87.86;2017-11-17 02:00:00;1014.1;23.9;0.0;7.835
7683;-42.75;-14.25;7.3;87.95;2017-11-17 03:00:00;1013.96;22.15;0.0;7.485
7684;-42.75;-14.25;6.91;88.41;2017-11-17 04:00:00;1013.39;21.93;0.0;7.223
7685;-42.75;-14.25;6.48;90.8;2017-11-17 05:00:00;1012.91;20.9;0.0;6.983
7686;-42.75;-14.25;6.24;93.83;2017-11-17 06:00:00;1012.91;20.26;0.0;7.052
7687;-42.75;-14.25;6.04;95.05;2017-11-17 07:00:00;1013.2;20.05;0.0;7.517
7688;-42.75;-14.25;5.87;93.83;2017-11-17 08:00:00;1013.8;19.56;0.0;6.978
7689;-42.75;-14.25;5.59;94.75;2017-11-17 09:00:00;1014.22;19.59;0.0;7.43
7690;-42.75;-14.25;5.47;93.38;2017-11-17 10:00:00;1014.55;24.52;0.0;7.184
7691;-42.75;-14.25;5.35;90.53;2017-11-17 11:00:00;1014.91;24.85;0.0;6.432
7692;-42.75;-14.25;5.02;88.78;2017-11-17 12:00:00;1014.58;25.16;0.0;5.628
7693;-42.75;-14.25;4.33;85.66;2017-11-17 13:00:00;1014.37;25.59;0.0;5.808
7694;-42.75;-14.25;3.49;86.39;2017-11-17 14:00:00;1013.7;25.91;0.0;6.701
7695;-42.75;-14.25;3.24;85.62;2017-11-17 15:00:00;1012.94;30.65;0.02;6.857
7696;-42.75;-14.25;3.52;92.15;2017-11-17 16:00:00;1011.33;30.89;0.01;7.905
7697;-42.75;-14.25;3.66;96.21;2017-11-17 17:00:00;1010.41;31.46;0.01;8.505
7698;-42.75;-14.25;3.59;97.48;2017-11-17 18:00:00;1009.71;31.72;0.0;9.876
7699;-42.75;-14.25;3.94;98.23;2017-11-17 19:00:00;1009.61;31.66;0.0;9.925
7700;-42.75;-14.25;4.86;94.17;2017-11-17 20:00:00;1009.14;31.48;0.0;8.779
7701;-42.75;-14.25;5.66;88.98;2017-11-17 21:00:00;1009.26;29.53;0.0;8.798
7702;-42.75;-14.25;5.45;84.81;2017-11-17 22:00:00;1010.28;26.12;0.0;9.316
7703;-42.75;-14.25;5.98;79.99;2017-11-17 23:00:00;1010.96;25.73;0.0;9.1
7704;-42.75;-14.25;5.77;81.98;2017-11-18 00:00:00;1011.89;25.37;0.0;7.883
7705;-42.75;-14.25;5.86;81.93;2017-11-18 01:00:00;1012.1;25.25;0.0;6.912
7706;-42.75;-14.25;6.17;82.07;2017-11-18 02:00:00;1012.11;24.9;0.0;6.235
7707;-42.75;-14.25;6.03;86.54;2017-11-18 03:00:00;1011.93;22.63;0.0;5.425
7708;-42.75;-14.25;5.83;91.93;2017-11-18 04:00:00;1011.34;22.09;0.0;5.56
7709;-42.75;-14.25;5.68;95.63;2017-11-18 05:00:00;1011.12;21.02;0.0;5.744
7710;-42.75;-14.25;5.5;97.7;2017-11-18 06:00:00;1010.91;20.99;0.0;5.628
7711;-42.75;-14.25;5.35;97.87;2017-11-18 07:00:00;1011.41;20.6;0.0;5.825
7712;-42.75;-14.25;5.35;95.96;2017-11-18 08:00:00;1011.76;20.52;0.0;5.935
7713;-42.75;-14.25;5.22;98.32;2017-11-18 09:00:00;1011.86;20.4;0.0;6.215
7714;-42.75;-14.25;4.83;99.06;2017-11-18 10:00:00;1012.76;25.11;0.0;5.456
7715;-42.75;-14.25;4.6;95.41;2017-11-18 11:00:00;1013.05;25.53;0.0;4.774
7716;-42.75;-14.25;4.26;90.15;2017-11-18 12:00:00;1012.69;25.92;0.0;3.995
7717;-42.75;-14.25;3.46;85.06;2017-11-18 13:00:00;1012.18;26.14;0.0;4.756
7718;-42.75;-14.25;2.41;86.68;2017-11-18 14:00:00;1011.46;26.29;0.01;5.752
7719;-42.75;-14.25;1.86;100.05;2017-11-18 15:00:00;1010.67;30.89;0.0;7.495
7720;-42.75;-14.25;1.81;111.79;2017-11-18 16:00:00;1009.57;31.26;0.0;8.375
7721;-42.75;-14.25;2.17;109.18;2017-11-18 17:00:00;1008.39;31.19;0.0;8.238
7722;-42.75;-14.25;2.96;101.44;2017-11-18 18:00:00;1007.38;31.17;0.0;8.648
7723;-42.75;-14.25;3.96;95.27;2017-11-18 19:00:00;1006.86;30.85;0.0;8.68
7724;-42.75;-14.25;4.43;85.73;2017-11-18 20:00:00;1006.7;31.06;0.0;8.054
7725;-42.75;-14.25;4.24;77.22;2017-11-18 21:00:00;1007.38;28.07;0.0;7.732
7726;-42.75;-14.25;4.84;77.13;2017-11-18 22:00:00;1008.07;27.13;0.0;7.442
7727;-42.75;-14.25;4.95;73.43;2017-11-18 23:00:00;1009.58;27.09;0.0;6.532
7728;-42.75;-14.25;4.88;74.15;2017-11-19 00:00:00;1010.04;26.96;0.0;6.175
7729;-42.75;-14.25;4.77;76.68;2017-11-19 01:00:00;1010.71;26.38;0.0;5.364
7730;-42.75;-14.25;4.21;81.67;2017-11-19 02:00:00;1011.02;25.65;0.0;4.62
7731;-42.75;-14.25;3.6;88.51;2017-11-19 03:00:00;1010.97;22.58;0.0;4.342
7732;-42.75;-14.25;3.44;92.58;2017-11-19 04:00:00;1010.75;21.89;0.0;3.939
7733;-42.75;-14.25;3.13;94.05;2017-11-19 05:00:00;1010.22;21.44;0.0;3.1
7734;-42.75;-14.25;2.7;92.95;2017-11-19 06:00:00;1009.96;20.95;0.0;3.12
7735;-42.75;-14.25;2.51;96.6;2017-11-19 07:00:00;1010.38;20.94;0.0;2.955
7736;-42.75;-14.25;2.56;99.63;2017-11-19 08:00:00;1010.69;20.98;0.0;3.23
7737;-42.75;-14.25;2.71;101.49;2017-11-19 09:00:00;1011.38;21.89;0.0;4.015
7738;-42.75;-14.25;2.22;101.82;2017-11-19 10:00:00;1012.5;25.93;0.0;3.522
7739;-42.75;-14.25;1.54;88.82;2017-11-19 11:00:00;1012.78;26.22;0.0;3.628
7740;-42.75;-14.25;0.5;357.87;2017-11-19 12:00:00;1013.01;26.82;0.0;3.69
7741;-42.75;-14.25;1.57;294.51;2017-11-19 13:00:00;1013.04;26.56;0.01;2.016
7742;-42.75;-14.25;1.96;291.76;2017-11-19 14:00:00;1012.38;26.45;0.02;3.003
7743;-42.75;-14.25;2.32;301.73;2017-11-19 15:00:00;1011.85;29.12;0.02;2.272
7744;-42.75;-14.25;2.1;308.3;2017-11-19 16:00:00;1010.55;29.41;0.01;1.997
7745;-42.75;-14.25;2.23;315.99;2017-11-19 17:00:00;1009.55;29.24;0.04;1.146
7746;-42.75;-14.25;2.45;303.64;2017-11-19 18:00:00;1009.05;29.46;0.01;4.492
7747;-42.75;-14.25;1.88;276.41;2017-11-19 19:00:00;1008.44;28.98;0.07;4.715
7748;-42.75;-14.25;0.64;85.48;2017-11-19 20:00:00;1008.91;29.4;0.0;5.282
7749;-42.75;-14.25;2.29;93.91;2017-11-19 21:00:00;1009.26;27.15;0.0;3.616
7750;-42.75;-14.25;3.0;113.02;2017-11-19 22:00:00;1009.93;25.36;0.0;2.79
7751;-42.75;-14.25;3.28;116.71;2017-11-19 23:00:00;1010.66;24.23;0.0;2.48
7752;-42.75;-14.25;3.12;105.44;2017-11-20 00:00:00;1010.85;24.19;0.0;4.428
7753;-42.75;-14.25;2.02;100.79;2017-11-20 01:00:00;1011.53;25.08;0.0;4.234
7754;-42.75;-14.25;1.43;99.61;2017-11-20 02:00:00;1011.38;25.39;0.0;4.672
7755;-42.75;-14.25;1.72;91.43;2017-11-20 03:00:00;1011.11;22.39;0.0;5.152
7756;-42.75;-14.25;2.21;93.05;2017-11-20 04:00:00;1010.57;21.92;0.0;4.687
7757;-42.75;-14.25;2.85;97.4;2017-11-20 05:00:00;1010.3;21.73;0.0;4.825
7758;-42.75;-14.25;3.47;104.42;2017-11-20 06:00:00;1010.58;22.04;0.0;5.338
7759;-42.75;-14.25;3.77;105.67;2017-11-20 07:00:00;1010.71;21.93;0.0;5.115
7760;-42.75;-14.25;3.79;103.28;2017-11-20 08:00:00;1011.26;21.58;0.0;4.445
7761;-42.75;-14.25;3.86;103.71;2017-11-20 09:00:00;1011.84;21.94;0.0;4.21
7762;-42.75;-14.25;3.34;102.38;2017-11-20 10:00:00;1012.91;25.82;0.0;4.427
7763;-42.75;-14.25;2.85;97.12;2017-11-20 11:00:00;1013.04;26.02;0.0;5.368
7764;-42.75;-14.25;2.21;92.86;2017-11-20 12:00:00;1013.23;26.19;0.0;4.995
7765;-42.75;-14.25;1.76;71.61;2017-11-20 13:00:00;1013.28;26.28;0.0;3.824
7766;-42.75;-14.25;1.28;72.47;2017-11-20 14:00:00;1012.56;27.19;0.01;4.46
7767;-42.75;-14.25;0.83;96.4;2017-11-20 15:00:00;1011.3;31.6;0.01;4.662
7768;-42.75;-14.25;1.19;125.0;2017-11-20 16:00:00;1010.4;31.85;0.03;6.073
7769;-42.75;-14.25;1.94;124.38;2017-11-20 17:00:00;1009.1;32.06;0.0;4.808
7770;-42.75;-14.25;3.01;70.9;2017-11-20 18:00:00;1008.71;31.96;0.04;6.09
7771;-42.75;-14.25;3.29;40.16;2017-11-20 19:00:00;1009.27;30.65;1.9;8.478
7772;-42.75;-14.25;2.24;66.32;2017-11-20 20:00:00;1009.05;31.34;0.05;7.673
7773;-42.75;-14.25;2.01;98.28;2017-11-20 21:00:00;1009.36;28.71;0.01;7.928
7774;-42.75;-14.25;3.13;134.36;2017-11-20 22:00:00;1009.39;26.45;0.0;8.078
7775;-42.75;-14.25;4.38;114.36;2017-11-20 23:00:00;1010.04;26.37;0.0;7.72
7776;-42.75;-14.25;4.96;103.16;2017-11-21 00:00:00;1011.18;26.26;0.0;7.71
7777;-42.75;-14.25;5.51;93.18;2017-11-21 01:00:00;1011.97;26.65;0.0;7.63
7778;-42.75;-14.25;6.03;86.35;2017-11-21 02:00:00;1012.24;26.89;0.0;7.495
7779;-42.75;-14.25;6.5;83.61;2017-11-21 03:00:00;1011.92;24.92;0.0;6.988
7780;-42.75;-14.25;6.24;87.32;2017-11-21 04:00:00;1011.69;24.15;0.0;7.266
7781;-42.75;-14.25;5.75;91.7;2017-11-21 05:00:00;1011.26;23.04;0.0;6.508
7782;-42.75;-14.25;5.45;95.17;2017-11-21 06:00:00;1011.58;22.0;0.0;6.86
7783;-42.75;-14.25;5.45;96.74;2017-11-21 07:00:00;1011.8;21.74;0.0;7.398
7784;-42.75;-14.25;5.61;97.49;2017-11-21 08:00:00;1012.24;21.27;0.0;7.562
7785;-42.75;-14.25;5.78;98.94;2017-11-21 09:00:00;1012.93;21.41;0.0;7.125
7786;-42.75;-14.25;5.84;91.07;2017-11-21 10:00:00;1013.77;25.32;0.0;6.946
7787;-42.75;-14.25;6.18;89.78;2017-11-21 11:00:00;1013.94;25.78;0.0;6.552
7788;-42.75;-14.25;5.87;87.97;2017-11-21 12:00:00;1013.8;26.04;0.0;6.122
7789;-42.75;-14.25;5.26;88.07;2017-11-21 13:00:00;1013.31;26.6;0.0;6.403
7790;-42.75;-14.25;4.48;88.42;2017-11-21 14:00:00;1012.47;26.76;0.03;7.11
7791;-42.75;-14.25;3.86;90.21;2017-11-21 15:00:00;1011.8;30.75;0.01;7.228
7792;-42.75;-14.25;3.5;95.07;2017-11-21 16:00:00;1010.92;31.08;0.0;7.476
7793;-42.75;-14.25;3.26;101.82;2017-11-21 17:00:00;1009.76;30.96;0.0;6.85
7794;-42.75;-14.25;3.51;100.05;2017-11-21 18:00:00;1008.89;31.19;0.0;8.473
7795;-42.75;-14.25;3.83;96.33;2017-11-21 19:00:00;1008.35;31.15;0.0;9.735
7796;-42.75;-14.25;4.21;89.29;2017-11-21 20:00:00;1008.05;30.8;0.0;8.706
7797;-42.75;-14.25;4.47;91.38;2017-11-21 21:00:00;1008.67;29.04;0.0;6.903
7798;-42.75;-14.25;4.82;90.06;2017-11-21 22:00:00;1009.46;27.19;0.0;6.452
7799;-42.75;-14.25;5.54;83.01;2017-11-21 23:00:00;1009.57;26.55;0.0;7.776
7800;-42.75;-14.25;5.14;80.56;2017-11-22 00:00:00;1010.68;26.13;0.0;6.252
7801;-42.75;-14.25;5.1;82.98;2017-11-22 01:00:00;1010.91;25.46;0.0;6.198
7802;-42.75;-14.25;5.03;85.53;2017-11-22 02:00:00;1010.52;25.08;0.0;6.434
7803;-42.75;-14.25;5.0;86.98;2017-11-22 03:00:00;1010.52;23.19;0.0;5.935
7804;-42.75;-14.25;4.74;89.08;2017-11-22 04:00:00;1010.38;23.1;0.0;5.838
7805;-42.75;-14.25;4.61;91.85;2017-11-22 05:00:00;1010.57;21.98;0.0;6.955
7806;-42.75;-14.25;4.5;94.35;2017-11-22 06:00:00;1010.6;21.18;0.0;6.077
7807;-42.75;-14.25;4.34;98.85;2017-11-22 07:00:00;1011.22;20.84;0.0;5.89
7808;-42.75;-14.25;4.9;98.5;2017-11-22 08:00:00;1011.63;20.45;0.0;5.983
7809;-42.75;-14.25;5.16;97.85;2017-11-22 09:00:00;1011.93;20.68;0.0;5.205
7810;-42.75;-14.25;4.85;97.95;2017-11-22 10:00:00;1012.54;25.34;0.0;4.61
7811;-42.75;-14.25;4.66;91.21;2017-11-22 11:00:00;1012.71;25.69;0.0;3.212
7812;-42.75;-14.25;4.32;82.2;2017-11-22 12:00:00;1012.65;26.14;0.0;2.95
7813;-42.75;-14.25;3.17;73.65;2017-11-22 13:00:00;1012.3;26.61;0.0;1.722
7814;-42.75;-14.25;1.36;49.74;2017-11-22 14:00:00;1011.71;27.08;0.02;3.124
7815;-42.75;-14.25;0.94;316.19;2017-11-22 15:00:00;1010.97;31.67;0.09;3.38
7816;-42.75;-14.25;1.06;280.16;2017-11-22 16:00:00;1009.88;31.82;0.0;3.428
7817;-42.75;-14.25;0.98;261.27;2017-11-22 17:00:00;1008.36;32.0;0.01;2.318
7818;-42.75;-14.25;1.09;247.25;2017-11-22 18:00:00;1007.99;32.03;0.01;3.092
7819;-42.75;-14.25;0.94;235.05;2017-11-22 19:00:00;1007.67;31.83;0.04;2.804
7820;-42.75;-14.25;0.66;184.93;2017-11-22 20:00:00;1007.35;31.8;0.0;3.933
7821;-42.75;-14.25;1.82;119.69;2017-11-22 21:00:00;1007.95;31.49;0.0;4.28
7822;-42.75;-14.25;2.6;130.03;2017-11-22 22:00:00;1009.18;26.85;0.0;3.225
7823;-42.75;-14.25;3.28;106.21;2017-11-22 23:00:00;1009.65;27.7;0.04;3.94
7824;-42.75;-14.25;2.97;94.26;2017-11-23 00:00:00;1010.55;27.19;0.06;5.05
7825;-42.75;-14.25;2.4;75.47;2017-11-23 01:00:00;1010.69;27.44;0.02;5.656
7826;-42.75;-14.25;2.51;53.01;2017-11-23 02:00:00;1010.49;26.48;0.0;6.233
7827;-42.75;-14.25;2.76;39.09;2017-11-23 03:00:00;1010.6;24.37;0.0;5.863
7828;-42.75;-14.25;2.94;42.61;2017-11-23 04:00:00;1010.07;23.85;0.0;6.292
7829;-42.75;-14.25;3.41;63.39;2017-11-23 05:00:00;1010.22;23.0;0.01;4.842
7830;-42.75;-14.25;3.67;81.29;2017-11-23 06:00:00;1010.29;23.16;0.0;4.281
7831;-42.75;-14.25;3.34;97.73;2017-11-23 07:00:00;1010.77;23.27;0.0;4.017
7832;-42.75;-14.25;3.06;105.5;2017-11-23 08:00:00;1011.39;23.57;0.0;3.798
7833;-42.75;-14.25;2.93;100.21;2017-11-23 09:00:00;1011.98;23.36;0.0;3.752
7834;-42.75;-14.25;2.08;100.42;2017-11-23 10:00:00;1012.97;27.48;0.0;4.188
7835;-42.75;-14.25;1.67;93.15;2017-11-23 11:00:00;1013.12;27.55;0.0;5.08
7836;-42.75;-14.25;0.79;72.21;2017-11-23 12:00:00;1012.96;27.22;0.0;5.178
7837;-42.75;-14.25;0.6;56.28;2017-11-23 13:00:00;1012.79;27.08;0.0;4.3
7838;-42.75;-14.25;0.5;61.75;2017-11-23 14:00:00;1012.1;27.62;0.0;3.608
7839;-42.75;-14.25;0.26;117.76;2017-11-23 15:00:00;1011.39;31.67;0.06;3.648
7840;-42.75;-14.25;0.32;133.17;2017-11-23 16:00:00;1010.43;32.28;0.03;4.774
7841;-42.75;-14.25;0.46;185.6;2017-11-23 17:00:00;1009.33;32.6;0.01;6.682
7842;-42.75;-14.25;0.57;160.56;2017-11-23 18:00:00;1008.51;33.28;0.01;3.282
7843;-42.75;-14.25;0.79;106.78;2017-11-23 19:00:00;1008.13;33.62;0.0;7.776
7844;-42.75;-14.25;2.66;59.2;2017-11-23 20:00:00;1008.06;33.4;0.06;8.146
7845;-42.75;-14.25;1.92;105.94;2017-11-23 21:00:00;1009.74;31.2;0.0;8.272
7846;-42.75;-14.25;2.34;70.77;2017-11-23 22:00:00;1010.37;27.93;0.0;8.805
